A97044254,16
A97087812,16
A10894782,15
A12382001,14
A12436261,16
A09987897,16
A10565388,13
A09295408,14
A91003195,15
A05265684,12
A09594780,15
A10566466,13
A09368539,15
A10931350,12
A97061624,16
A10334108,16
A10921364,16
A11299953,16
A10161601,15
A98100000,16
A98097699,16
A10569013,16
A08958691,14
A10837205,16
A09819627,15
A10296294,9
A10271793,9
A91501131,13
A09373192,14
A10885453,16
A11521816,16
A09574735,16
A10472580,16
A98011511,16
A10605876,14
A09993798,16
A10994570,14
A11715782,16
A10994570,14
A11574981,16
A11159425,14
A10329279,14
A99112499,14
A97018260,16
A11509844,12
A09382479,16
A10289406,15
A09822989,16
A11188736,16
A10009075,15
A10776482,15
A10252756,16
A99103062,15
A11757007,15
A09580189,15
A11020051,15
A08928786,15
A09490511,16
A09504010,16
A10907284,15
A97106530,14
A10640444,14
A09995245,14
A10750333,15
A10142456,16
A10410433,16
A10755074,16
A09492849,15
A09969885,13
A11630433,16
A09965467,14
A10559916,14
A09933755,16
A09930309,16
A10211745,14
A10592125,15
A10148081,16
A09261790,16
A98032189,16
A11484755,14
A10858500,16
A11691371,14
A10884559,12
A11994569,15
A11994569,15
A09334577,16
A98054567,16
A09603028,16
A10176126,16
A09787702,16
A10053986,16
A09555706,15
A11212746,15
A09489698,15
A10525182,15
A99075414,15
A12443505,15
A11455848,14
A09599375,16
A10272479,16
A10653224,13
A98008591,15
A10889274,16
A98056237,16
A12083802,11
A10545587,16
A09587224,16
A09973152,11
A96065093,16
A09434013,15
A11732920,15
A10884691,11
A10497209,13
A10841928,12
A09465565,9
A10497209,13
A11428773,13
A11386768,13
A10233937,15
A10623636,14
A09973152,13
A99105487,16
A99128273,16
A98054871,16
A99056158,16
A11196323,16
A98054871,16
A09307269,16
A11748027,16
A10765838,16
A09638565,15
A10201675,16
A97083378,15
A97083378,15
A10546439,16
A98069406,16
A10954259,10
A10524702,15
A10524702,15
A10688717,16
A09593894,16
A10906045,15
A09549792,12
A98069222,13
A98080960,16
A98112057,16
A10063095,13
A11450506,9
A98087685,14
A98075919,16
A98087685,14
A10975536,14
A12216129,13
A10935345,13
A10650321,15
A10916653,13
A11302458,16
A10682861,15
A10682861,15
A10226163,16
