A09368539,11
A10334108,13
A10894782,12
A12382001,12
A10161601,13
A97061624,13
A11299953,13
A10921364,13
A05265684,9
A10565388,9
A10566466,9
A97044254,13
A98100000,13
A09922648,13
A91003195,13
A10569013,13
A08958691,13
A12436261,11
A98097699,10
A09594780,11
A10296294,11
A09373192,12
A09819627,12
A11521816,13
A11574981,13
A10994570,8
A11561296,7
A11560435,8
A09993798,12
A10033623,13
A10472580,13
A10452327,8
A10563514,7
A99112499,10
A10329279,10
A11509844,9
A10907284,11
A10640444,11
A09382479,12
A09504010,12
A09490511,13
A10009075,12
A10776482,12
A11757007,11
A11994569,12
A97018260,13
A09822989,13
A98032189,13
A09261790,10
A10884559,12
A10858500,12
A10096980,9
A11455848,12
A10142456,13
A10148081,13
A09555706,12
A98054567,10
A09334577,12
A09965467,13
A09930309,13
A11691371,12
A10525182,13
A10885453,13
A11166831,13
A98056237,13
A99105487,13
A10715297,13
A10545587,11
A09954987,13
A11386768,11
A09434013,8
A09465565,7
A99056158,13
A09638565,13
A11196323,13
A10886858,12
A10765838,13
A98069406,13
A08958691,13
A98011511,12
A10524702,13
A11302458,13
A98112057,13
A10975536,11
A98075919,11
A98087685,11
A11450506,9
A10886858,12
A11484755,11
A10775599,6
U06708671,13
A09295408,11
