A98032189,10
A09574735,9
A10545587,10
A09465565,9
A10033623,9
A10653224,8
A10053986,
A10546439,10
A09787702,7
A11212746,8
A10931941,10
A10584427,10
A99419153,10
A10782910,10
A09819627,10
A09382479,10
A98069406,8
A97044254,8
A08928786,8
A10688717,10
A11166831,10
A10623636,8
A10524702,10
A09587224,10
A11196323,10
A09555706,9
A09944338,
A09295408,10
A10884559,8
A10954259,
A10563514,10
A10841928,10
A10023885,10
A11331606,7
A09995245,
A98097699,8
A10452327,8
A09405468,10
A99022009,10
A99105487,10
A09922648,10
A10755074,10
A10450240,10
A10907284,8
A10884691,
A11438911,10
A11484755,10
A09161951,8
A10559916,9
A11299953,10
a97027128,10
A97106530,10
A10016458,10
A10750333,10
A09334577,6
A10096980,9
A10211745,8
A11766645,10
A11051343,10
A09434013,10
A96065093,7
A10271793,8
A99103062,10
A991033039,
A11455848,0
A91003195,10
A09490511,6
A09930309,9
A10916653,9
A09511208,10
,
A11735974,8
A11410874,
A10685793,7
A10233937,10
A09993798,6
A10192235,9
A10517355,6
A91501132,6
A98008591,10
A98100081,10
A11691371,10
A99056158,10
A99075414,10
A10894782,7
A98100000,8
A10018139,10
A11020051,10
A09599375,8
A98054871,10
A08958691,10
A09822989,10
A10650321,8
A10921364,9
A10886858,10
A11758655,8
A09987897,
A11336821,8
A10675068,7
A99128273,10
A12443505,10
A99016863,10
A11757007,7
A09933755,10
A11560435,10
A09580189,10
A11574981,9
A11001371,8
A09368539,10
A09593894,7
A10275372,10
A11302458,9
A11994569,8
A10565388,10
A09973152,7
A12216129,7
A09638565,
A10569013,10
A10640444,10
A10935345,7
A11450506,9
A11902093,
A09965467,7
A11732920,10
A10063095,9
A10914402,9
A10552084,7
A10695061,
,
A53067180,10
A10682861,8
A10148081,10
A53069654,10
A97018260,7
A10472580,7
A10176126,10
A97061624,8
A10410433,10
A10774358,7
A10889274,8
A08851619,10
A10525182,10
A11428773,10
A11386768,7
A10142456,10
A10592125,7
A97023472,9
A98069222,10
A11188736,8
A05265684,8
A10994570,10
A10837205,10
A09603028,10
A09594780,6
A11630433,9
A10201675,8
A10161601,9
A09492849,8
A98024314,10
A97087812,10
A10931350,10
A10913400,8
A10775599,8
A10572843,10
A98056237,9
A11561296,6
A98087685,10
A10334108,10
A12436261,10
A11521816,
A12083802,
A12382001,10
A11410874,9
A11159425,10
A99112499,10
A11509844,8
A10497209,10
A09489698,10
A10226163,8
A10813667,10
A10191323,9
A10659855,10
A98011511,8
A09549792,7
A97068584,8
A10858500,10
A10605876,8
A97087812,
,
A10906045,
A11628584,
A10566466,10
A98112057,10
A10765838,8
A11628584,
A10975536,
A98080960,10
,
A10776482,4
A10272479,
A10296294,10
A10885453,10
A10715297,10
A97075340,10
A10009075,
A98422593,7
A10650682,8
A09278899,10
A09954987,7
A09373192,8
A09989144,10
a09671376,
A98054567,8
A11715782,6
A98075919,10
A11650628,7
A10169673,5
A09307269,9
A11748027,10
A97083378,10
A10289406,8
A09504010,10
U06708671,7
A09261790,10
A09969885,9
