A10538729,https://github.com/mpleung93/lab1,Yes
A10986991,https://github.com/annmariely/lab1.git,Yes
A10466073,https://github.com/FuzzyT/lab1.git,Yes
A10885406,https://github.com/ebrennan3/lab1.git,No
A11037362,https://github.com/alphabet32/lab1.git,No
A10714115,https://github.com/ragurney/lab1,No
A10571149,https://github.com/kbielawiec/lab1.git,No
A10902176,https://github.com/stephentrinh/lab1,No
A11442658,https://github.com/wleung1291/lab1/blob/master/static/index.html,Yes
A10706134,https://github.com/jgatbonton/lab1.git,No
A10639078,https://github.com/ABCDuong/lab1.git,Yes
A10583640,https://github.com/TheEvictor/lab1,Yes
A09603158,https://github.com/mrjustinku/lab1,No
A09833709,https://github.com/jacontre/lab1.git,No
A11445874,https://github.com/rdrabik/lab1,No
A11975355,https://github.com/MacklinBLee/lab1.git,Yes
A10673040,https://github.com/AllanTheBenevolent/lab1,No
A09921987,https://github.com/kl0819/lab1.git,Yes
A11311552,https://github.com/boredguy88/lab1.git,No
A10816812,https://github.com/paulkim7/lab1,Yes
A10664579,https://github.com/any027/lab1.git,Yes
A11685067,https://github.com/IsraelCruz/lab1.git,No
A11618555,https://github.com/ryanjhill/lab1,Yes
A10546511,https://github.com/kcpan/lab1,Yes
A91117363,https://github.com/mikokitty/lab1,Yes
A99100288,https://github.com/jacksonfan/lab1,No
A10096902,https://github.com/forrestdelavega/lab1,Yes
A12043423,https://github.com/Epixyl/lab1,Yes
A99420007,https://github.com/santana69/lab1.git,Yes
A10200185,https://github.com/terranflame/lab1.git,Yes
A11227742,https://github.com/asarow/lab1,No
A99004346,https://github.com/aaronchien/lab1,Yes
A10164270,https://github.com/e9brown/lab1.git,No
A10694259,https://github.com/KathyVo/lab1,Yes
A12415880,https://github.com/cshmerli/lab1,No
A10873776,https://github.com/etienne212/lab1,No
A11418698,https://github.com/Filbird/lab1,No
A10572142,https://github.com/atang020/lab1.git,No
A10552982,https://github.com/cleestofuh/lab1,No
A10675253,https://github.com/sanepal/lab1,No
A11981898,https://github.com/kjan95129/lab1,No
A10742893,https://github.com/chauluckynguyen/lab1,No
A10945103,https://github.com/DylanMoz/lab1,No
A10570444,https://github.com/carolynthio/lab1,Yes
A10645207,https://github.com/btusakul/lab1.git,No
A98115705,https://github.com/snyoonoh/lab1.git,No
A10784781,https://github.com/e3chen/lab1.git,Yes
A11264813,https://github.com/mkapoor17/lab1,No
A10516749,https://github.com/WendyTang37/lab1.git,No
A98027907,https://github.com/timothyk7/lab1.git,No
A11450728,https://github.com/SkyLoveWing/lab1.git,Yes
A99055616,https://github.com/kelsiehh/lab1,No
A11028414,https://github.com/running8s/lab1,Yes
A11621760,https://github.com/Jacob-Terrado/lab1,No
A10975767,https://github.com/hmai/lab1/commits/master,Yes
A10933855,https://github.com/j-delaney/lab1,Yes
A10659556,https://github.com/lywong/lab1.git,Yes
A11450728,https://github.com/SkyLoveWing/lab1.git,Yes
A11268887,https://github.com/aerii/lab1,Yes
A12481954,https://github.com/kentwang929/lab1,No
A99103256,https://github.com/zhc047/lab1.git,No
A99044844,https://github.com/kanyanat3/lab1.git,Yes
A11478939,https://github.com/evahuynh95/lab1.git,Yes
A10624944,https://github.com/bangingwang/lab1,No
A12094456,https://github.com/HuyenDo/lab1.git,Yes
A10601425,https://github.com/WeAreButler/lab1,Yes
A11386926,https://github.com/eunicorn/lab1.git,No
A11268887,https://github.com/aerii/lab1,No
A10773904,https://github.com/msalazar42/lab1.git,No
A10014745,https://github.com/hcheng0519/lab1.git,No
A10944021,https://github.com/aaandrew/lab1,No
A53091316,https://github.com/muybienw/lab1,Yes
A10721006,https://github.com/JoshNavi/lab1,No
A09602742,https://github.com/jmmcalex/lab1,No
A10014745,https://github.com/hcheng0519/lab1.git,No
A11479202,https://github.com/ajabasa/lab1.git,No
A05982786,https://github.com/jennieyoon/lab1,No
A10195265,https://github.com/danbliu/lab1.git,No
A10468455,https://github.com/manuja95/lab1,Yes
A97093289,https://github.com/Cwoointr/lab1.git,No
A10590484,https://github.com/nanoracket/lab1,No
A10556273,https://github.com/dqthai/lab1,Yes
A99102778,https://github.com/limopher/lab1.git,No
A10874231,https://github.com/ychjshin/lab1.git,No
A10796746,https://github.com/a-ning/lab1.git,No
A09267260,https://github.com/narizvi18/lab1.git,No
A10716363,https://github.com/b1cheng/lab1,No
A11350794,https://github.com/jsenar/lab1,No
A10633190,https://github.com/kdeez/lab1,No
A10885721,git@github.com:etemlock/lab1.git,No
A91117363,https://github.com/mikokitty/lab1,Yes
A98053566,git@github.com:arc013/lab1.git,No
