A05982786,13
A08944717,14
A09267260,14
A09602742,9
A09603158,13
A09831613,9
A09833709,12
A09834680,9
A09843415,13
A09921987,11
A09941796,12
A10014745,14
A10024365,11
A10060640,11
A10164270,13
A10195265,14
A10200185,6
A10464147,9
A10470532,11
A10476807,11
A10483254,2
A10500196,13
A10516749,12
A10522430,14
A10538729,11
A10543575,12
A10546511,13
A10552982,13
A10558928,11
A10567420,13
A10569163,14
A10571149,13
A10573610,13
A10583640,12
A10583683,14
A10584942,8
A10590484,13
A10624944,5
A10633190,10
A10639078,13
A10651450,12
A10659556,14
A10664579,14
A10685704,12
A10688332,13
A10694259,13
A10706134,11
A10720314,12
A10721006,7
A10730199,13
A10735863,6
A10736403,13
A10737929,14
A10741982,11
A10744595,14
A10745120,13
A10748387,14
A10773904,10
A10784781,10
A10785284,12
A10796746,9
A10816532,12
A10816812,10
A10851046,8
A10873776,14
A10874231,11
A10885406,10
A10889054,11
A10893624,11
A10905854,12
A10907393,11
A10933855,12
A10944021,12
A10975767,13
A11028414,12
A11042845,6
A11049501,12
A11058322,11
A11155997,14
A11165126,14
A11199532,13
A11227742,12
A11228763,14
A11230104,11
A11231677,13
A11239415,12
A11258924,12
A11264813,10
A11281894,14
A11295731,10
A11305121,13
A11316080,11
A11337492,13
A11338422,11
A11341219,14
A11350794,9
A11352266,11
A11352343,9
A11356259,9
A11373490,9
A11377510,13
A11386360,14
A11386926,12
A11410141,13
A11413042,13
A11418698,14
A11438576,14
A11441360,13
A11441371,14
A11442658,13
A11445874,12
A11447850,13
A11449901,13
A11469438,9
A11479202,14
A11503796,14
A11514143,10
A11515421,10
A11534261,12
A11544343,13
A11583792,13
A11589258,11
A11601357,13
A11618555,11
A11619384,14
A11640493,13
A11643637,11
A11667182,12
A11681899,12
A11685067,14
A11687702,11
A11695449,13
A11705971,13
A11726485,10
A11743642,14
A11745836,12
A11862640,13
A11970626,14
A11975355,10
A11981898,12
A11986959,13
A12071182,9
A12083802,12
A12267638,14
A12288761,14
A12380034,13
A12415880,8
A12421263,13
A12481954,14
A12495867,12
A13207571,7
A53042942,4
A53088896,13
A53089704,14
A53090425,13
A53090836,13
A53092834,13
A53095884,11
A53100198,14
A53102158,14
A91052363,13
A91117363,13
A91404024,12
A94071932,12
A97012899,13
A97021543,12
A97082003,6
A97093289,13
A98022702,13
A98027907,6
A98029105,13
A98041487,14
A98061473,14
A98072868,12
A98099513,14
A98099860,6
A98100246,13
A99004346,12
A99023767,14
A99048469,14
A99076567,14
A99088201,11
A99094262,13
A99100288,13
A99407185,13
A99420007,12
,14
